"id","resortId","runLength","angle","maxAngle","difficulty","aspect"
5931,60,1067.4,-11,-37.114657128635,"S","NNE"
825,65,1631.7,-27,-37.082460054947,"DD","SSE"
5550,52,3288.1,-15,-37.075026757583,"S","E"
7003,18,1235.5,-23,-37.032943960522,"DD","WNW"
7307,76,1235.5,-23,-37.032943960522,"DD","WNW"
278,44,1336.7,-20,-37.027350810086,"D","NE"
6611,14,1635.1,-24,-36.967040593922,"D","WSW"
197,12,6129.3,-15,-36.954890411888,"D","NE"
819,65,1222.8,-25,-36.888598236391,"DD","WNW"
7302,76,1222.8,-25,-36.888598236391,"DD","WNW"
408,53,1392.4,-32,-36.882357539378,"DD","N"
6091,63,1642.7,-18,-36.840566498666,"DD","ESE"
4410,88,2641.5,-22,-36.813822617349,"D","W"
6786,18,4469.4,-12,-36.811971564258,"S","N"
7090,76,4469.4,-12,-36.811971564258,"S","N"
5847,47,2173.0,-24,-36.761317082998,"DD","NNW"
6997,18,2503.6,-16,-36.757651149877,"DD","N"
7301,76,2503.6,-16,-36.757651149877,"DD","N"
826,65,1390.2,-27,-36.681331151629,"DD","SSW"
4151,77,2605.8,-25,-36.663371644048,"D","NNW"
4653,94,1220.3,-19,-36.65112721167,"D","ENE"
809,65,2023.5,-21,-36.619790796728,"DD","NE"
7293,76,2023.5,-21,-36.619790796728,"DD","NE"
4161,77,1387.1,-21,-36.532127909718,"D","NNE"
4236,77,1061.6,-28,-36.5264793929,"D","E"
3757,42,395.2,-32,-36.495712973565,"DD","ENE"
4013,77,5351.4,-9,-36.465424124211,"S","WNW"
4271,77,1032.1,-28,-36.452845800756,"DD","NNE"
7189,76,1382.0,-23,-36.421906064922,"D","NE"
681,65,1382.0,-23,-36.421906064922,"D","NE"
1456,46,1589.8,-10,-36.416361746844,"C","W"
2079,41,823.9,-35,-36.379885925555,"DD","NNE"
5562,52,1484.6,-19,-36.355907602293,"S","SE"
4132,77,2435.8,-25,-36.34884169836,"D","NNW"
830,65,1696.7,-24,-36.310621666398,"DD","SE"
4337,34,3279.9,-7,-36.29324974632,"D","WSW"
7192,76,1244.7,-20,-36.28846110277,"D","ENE"
684,65,1244.7,-20,-36.28846110277,"D","ENE"
5481,47,6875.8,-10,-36.235454158011,"C","E"
3726,42,317.6,-29,-36.216615359144,"D","N"
6958,18,1695.8,-21,-36.180628435003,"D","NNE"
7262,76,1695.8,-21,-36.180628435003,"D","NNE"
3523,29,1521.1,-22,-36.180628435003,"D","NNE"
6952,18,2007.9,-24,-36.169363094426,"D","NNE"
7256,76,2007.9,-24,-36.169363094426,"D","NNE"
193,12,8843.3,-10,-36.163763195945,"D","NNE"
596,65,645.5,-22,-36.129014353284,"S","SW"
7137,76,645.5,-22,-36.129014353284,"S","SW"
5438,91,722.3,-15,-36.120128438975,"D","E"
212,12,1130.6,-27,-36.11609589093,"DD","NE"
2064,41,1022.4,-32,-36.112501258905,"DD","ENE"
372,53,680.7,-21,-36.064809891157,"D","NW"
5433,93,2835.2,-18,-36.044326428968,"DD","E"
3076,73,4235.4,-12,-36.019617473693,"DD","NNW"
7311,76,4235.4,-12,-36.019617473693,"DD","NNW"
3837,61,907.6,-31,-36.01092340324,"DD","W"
7296,76,4758.1,-14,-35.99262714149,"DD","NNW"
3049,73,4758.1,-14,-35.99262714149,"DD","NNW"
411,53,1901.0,-30,-35.968653172428,"DD","N"
6535,14,1051.1,-17,-35.947435684454,"D","N"
4264,77,951.2,-26,-35.940761182066,"DD","NNW"
3375,29,1386.5,-28,-35.934452735539,"D","ENE"
711,65,1590.0,-27,-35.934452735539,"D","ENE"
4376,34,648.0,-36,-35.914039930216,"D","E"
5203,92,602.1,-22,-35.907959157932,"D","NW"
2067,41,952.4,-26,-35.903445534312,"DD","N"
4405,78,15410.7,-6,-35.810216117068,"C","NW"
7305,76,1862.1,-24,-35.800440965931,"DD","E"
6597,14,4975.3,-15,-35.700812866259,"D","SSW"
6993,18,3725.9,-16,-35.629457513742,"DD","ENE"
7297,76,3725.9,-16,-35.629457513742,"DD","ENE"
2081,41,805.2,-34,-35.62475167621,"DD","ESE"
558,65,675.7,-9,-35.590207514989,"S","NNE"
3379,29,1311.5,-23,-35.589759503892,"D","NNW"
715,65,1311.1,-24,-35.589759503892,"D","NNW"
7215,76,1576.2,-20,-35.550842668987,"D","N"
6911,18,1576.2,-20,-35.550842668987,"D","N"
1860,36,1928.1,-25,-35.546993571112,"D","ENE"
5349,93,8644.8,-11,-35.533628610264,"S","ENE"
4355,34,2618.2,-21,-35.527552445252,"DD","ESE"
2130,16,1936.5,-4,-35.505815527904,"D","SE"
377,53,1330.5,-19,-35.490840508926,"D","ENE"
5404,91,4840.7,-12,-35.473027960224,"S","NE"
7198,76,3351.9,-13,-35.470910144442,"D","NNE"
6894,18,3351.9,-13,-35.470910144442,"D","NNE"
5035,86,2838.4,-19,-35.46205476583,"DD","NE"
792,65,1495.6,-20,-35.407410570565,"DD","N"
7276,76,1495.6,-20,-35.407410570565,"DD","N"
293,44,1841.6,-23,-35.402960642571,"D","ENE"
3773,42,1012.5,-23,-35.329638355455,"DD","NE"
4609,85,1089.9,-31,-35.326162091087,"DD","ESE"
299,44,2362.6,-12,-35.316082427324,"D","NE"
401,53,937.5,-35,-35.311394466465,"DD","NE"
4192,77,2987.9,-25,-35.309202001469,"D","N"
5374,91,9944.7,-13,-35.300934159596,"S","SE"
5427,91,985.0,-21,-35.291737958604,"D","E"
2548,48,2245.7,-19,-35.286003146973,"D","N"
4415,78,1576.0,-3,-35.282135232704,"C","ESE"
2026,41,1474.7,-27,-35.272051768151,"D","NW"
279,44,759.3,-26,-35.246738401442,"D","NE"
4258,77,955.5,-32,-35.20376396902,"DD","NNE"
275,44,1274.4,-19,-35.190271770094,"D","NE"
3760,42,796.7,-30,-35.171829214533,"DD","E"
2195,16,791.6,-15,-35.156911017557,"DD","NNE"
5747,52,2229.7,-24,-35.148627992035,"DD","ESE"
4360,34,1268.4,-21,-35.144510614856,"DD","E"
4266,77,457.5,-33,-35.138682644036,"DD","E"
2190,16,1488.6,-25,-35.116075424273,"DD","ENE"
2461,43,870.6,-31,-35.110239820973,"D","E"
6574,14,2404.3,-21,-35.107736624897,"D","SE"
4644,94,2410.0,-18,-35.047627978331,"D","ENE"
5403,93,2959.2,-18,-35.018246887504,"D","E"
3836,61,2452.8,-20,-34.964102488211,"DD","SSW"
2864,73,4939.2,-13,-34.962504972211,"S","N"
7158,76,4939.2,-13,-34.962504972211,"S","N"
781,65,4534.4,-13,-34.909026731964,"D","E"
7260,76,4534.4,-13,-34.909026731964,"D","E"
2072,41,1328.7,-23,-34.905820442236,"DD","ENE"
194,12,3340.7,-10,-34.866625859435,"D","NE"
214,12,984.2,-17,-34.857230755505,"DD","NE"
4129,55,1583.7,-21,-34.856167810165,"D","NE"
4262,77,793.6,-23,-34.84240776748,"DD","SSE"
5048,31,351.3,-22,-34.835594444095,"D","NNE"
7218,76,4900.6,-15,-34.826039010591,"D","ENE"
727,65,4900.6,-15,-34.826039010591,"D","ENE"
4267,77,1188.9,-25,-34.8210980649,"DD","E"
190,12,2851.1,-23,-34.8185424386,"D","ESE"
5381,91,277.7,-22,-34.789524352597,"S","SSE"
5435,91,2626.4,-23,-34.775255751066,"D","E"
400,53,1277.2,-31,-34.771634862838,"DD","NE"
4896,83,2251.6,-25,-34.759541816918,"D","NNE"
686,65,1289.2,-23,-34.754309136761,"D","NW"
4238,77,760.0,-23,-34.750547922201,"D","ENE"
4827,83,2465.8,-17,-34.749197027605,"S","NNE"
7182,76,1166.2,-23,-34.735240368772,"S","WNW"
664,65,1166.2,-23,-34.735240368772,"S","WNW"
6577,14,2725.2,-23,-34.705330144298,"D","S"
4892,83,3223.9,-7,-34.663122619438,"D","E"
2146,16,2417.0,-23,-34.654711753316,"D","NE"
5005,83,1017.5,-10,-34.652425140323,"DD","N"
5463,91,1596.9,-20,-34.650447651001,"D","NNE"
5425,91,1954.2,-22,-34.627674533499,"D","E"
1863,36,2296.6,-22,-34.604204866279,"D","NE"
718,65,1073.3,-25,-34.582373715173,"D","N"
4168,77,1736.7,-26,-34.567565526162,"D","NNE"
7052,76,4572.6,-10,-34.566753024722,"C","WNW"
2719,73,4572.6,-10,-34.566753024722,"C","WNW"
528,65,3487.4,-13,-34.538310759724,"S","N"
7097,76,3487.4,-13,-34.538310759724,"S","N"
4990,83,1230.8,-20,-34.531506829195,"DD","NE"
6571,14,1998.6,-21,-34.522242740274,"D","ENE"
3785,61,917.4,-8,-34.517488503913,"C","NNE"
2171,16,4718.6,-15,-34.507466153358,"D","SSE"
6955,18,1129.2,-21,-34.503038452136,"D","SSE"
7259,76,1129.2,-21,-34.503038452136,"D","SSE"
4269,77,879.0,-28,-34.490191758177,"DD","E"
799,65,825.0,-25,-34.472023942767,"DD","ENE"
7283,76,825.0,-25,-34.472023942767,"DD","ENE"
4985,83,3011.4,-19,-34.440788017299,"DD","NE"
5501,52,5528.5,-11,-34.415449052739,"C","E"
4164,77,1132.0,-22,-34.39535948342,"D","NNE"
6565,14,2749.5,-22,-34.357872305974,"D","SE"
2315,23,667.4,-9,-34.348034769719,"S","ENE"
821,65,2523.1,-19,-34.308384551537,"DD","NNE"
7304,76,2523.1,-19,-34.308384551537,"DD","NNE"
5739,52,1126.0,-26,-34.279582606439,"DD","NE"
2871,73,2190.2,-11,-34.23187640668,"S","NE"
7160,76,2190.2,-11,-34.23187640668,"S","NE"
4378,34,577.5,-34,-34.201081688737,"D","E"
2047,41,1879.6,-31,-34.175883119888,"D","NW"
7298,76,1441.0,-17,-34.148786106073,"DD","NNE"
1923,36,1441.0,-17,-34.148786106073,"DD","NNE"
2308,24,1137.6,-22,-34.108498874552,"D","NE"
1842,36,2510.9,-20,-34.082565342615,"D","E"
7239,76,2510.9,-20,-34.082565342615,"D","E"
268,44,1952.9,-20,-34.06288201383,"D","NNE"
3623,29,1026.1,-23,-34.061388484956,"D","NNW"
839,65,1126.9,-21,-34.061388484956,"D","NNW"
7184,76,1561.5,-22,-34.052456527726,"S","NW"
6880,18,1561.5,-22,-34.052456527726,"S","NW"
717,65,2873.2,-20,-34.010413847999,"D","ENE"
5728,52,853.6,-19,-33.979631589525,"D","NNE"
6775,18,12060.9,-8,-33.961980141996,"S","NE"
7079,76,12060.9,-8,-33.961980141996,"S","NE"
5683,52,3116.4,-14,-33.953172565767,"D","NE"
1868,36,1083.5,-28,-33.929655749899,"D","NE"
4367,34,1971.7,-18,-33.914999703269,"DD","E"
2166,16,3131.7,-20,-33.914157482441,"D","S"
250,44,3243.6,-14,-33.90711354256,"S","ESE"
5155,92,788.4,-16,-33.906819201477,"S","W"
6917,18,2631.3,-10,-33.864831192063,"D","NW"
7221,76,2631.3,-10,-33.864831192063,"D","NW"
4586,85,2082.4,-22,-33.849966597643,"D","ENE"
5218,59,1415.6,-27,-33.834920474537,"D","NNE"
2542,48,1710.2,-17,-33.834507213264,"D","ESE"
5034,31,1618.2,-21,-33.830968110959,"D","NNW"
3756,42,1770.5,-31,-33.823350881185,"DD","W"
2875,29,7156.7,-8,-33.789724923973,"S","NNE"
7077,76,7118.3,-8,-33.789724923973,"S","NNE"
505,65,7118.3,-8,-33.789724923973,"S","NNE"
5832,47,1129.7,-24,-33.764861060068,"D","E"
2450,43,1684.3,-29,-33.763217387578,"D","ESE"
7228,76,2671.5,-16,-33.752295632191,"D","NNW"
2969,73,2671.5,-16,-33.752295632191,"D","NNW"
5460,91,1037.2,-22,-33.736745233085,"D","ESE"
5670,52,6075.0,-12,-33.732067103044,"D","NE"
2080,41,1280.1,-25,-33.726433279455,"DD","ESE"
2203,24,14099.1,-6,-33.699111763587,"C","N"
2446,43,1182.3,-24,-33.668603306017,"D","ESE"
188,12,5043.9,-13,-33.655429529943,"S","ESE"
4362,34,904.2,-21,-33.652682143934,"DD","ESE"
2172,16,1391.4,-24,-33.637744310331,"D","SE"
5053,86,3389.7,-21,-33.615474023445,"DD","NE"
6527,14,3508.3,-17,-33.595430090983,"D","ESE"
3830,61,2819.2,-19,-33.590428916944,"D","NNW"
2458,43,1377.3,-31,-33.572933180629,"D","E"
5660,52,2324.6,-17,-33.571976749617,"D","NE"
4986,83,812.6,-26,-33.539496874022,"DD","NNE"
2034,41,2399.3,-26,-33.513351845682,"DD","NW"
5211,59,2395.6,-21,-33.497821244148,"D","ENE"
5657,47,3380.9,-15,-33.477740955965,"S","NNW"
4407,88,1726.0,-24,-33.468555187051,"D","NNE"
1520,46,2203.9,-25,-33.440598667023,"D","W"
410,53,997.4,-32,-33.420297153778,"DD","NE"
4998,83,943.7,-26,-33.414832622999,"DD","NNE"
4246,77,406.8,-28,-33.414510709169,"D","NNE"
4186,77,2591.1,-18,-33.388836526236,"D","NNW"
264,44,1853.9,-21,-33.381715665472,"D","NE"
4361,34,1139.1,-22,-33.359771405363,"DD","ESE"
5572,52,619.8,-8,-33.351893843472,"S","N"
4358,34,1305.8,-21,-33.348623588087,"DD","E"
4331,34,841.0,-19,-33.321551855147,"D","ESE"
2076,41,683.3,-28,-33.31746677588,"DD","NE"
7216,76,1346.1,-24,-33.303164791827,"D","ESE"
1534,46,2368.4,-20,-33.296328155723,"DD","N"
2887,73,2459.2,-9,-33.27025607014,"S","SW"
7167,76,2459.2,-9,-33.27025607014,"S","SW"
1524,46,3277.9,-18,-33.239033420914,"D","N"
5044,31,2348.8,-15,-33.225007235284,"D","NNE"
1948,36,2397.0,-12,-33.197182728651,"D","NNE"
4363,34,995.0,-16,-33.188228831551,"DD","E"
5465,91,758.1,-26,-33.149715394755,"D","NNE"
4611,94,4148.2,-17,-33.140594838969,"S","NE"
215,12,2216.0,-17,-33.11559120948,"DD","SSE"
5459,91,1142.0,-20,-33.07510299497,"D","NNE"
1976,41,3176.7,-5,-33.071261137694,"S","SSW"
3873,69,1270.4,-11,-33.019084132278,"C","W"
2565,48,2115.5,-23,-32.950526996514,"DD","ENE"
6606,14,2610.8,-17,-32.948144616143,"D","NE"
7213,76,2243.0,-14,-32.920180868064,"D","N"
707,65,2243.0,-14,-32.920180868064,"D","N"
1848,36,1468.4,-22,-32.911060973916,"D","N"
2567,48,2319.8,-21,-32.883830513614,"DD","NE"
7230,76,879.1,-25,-32.880649622745,"D","SE"
2973,73,879.1,-25,-32.880649622745,"D","SE"
4261,77,808.4,-15,-32.880544812314,"DD","ESE"
2179,16,945.4,-18,-32.873130253869,"D","WNW"
5564,47,21512.0,-5,-32.869256020438,"C","ESE"
4190,77,1953.4,-25,-32.862547427976,"D","NNE"
782,65,2097.2,-19,-32.85986070964,"D","NE"
7261,76,2097.2,-19,-32.85986070964,"D","NE"
3522,29,1972.7,-20,-32.85986070964,"D","NE"
3834,61,2470.3,-21,-32.846385256583,"DD","W"
5818,47,2714.5,-20,-32.832166727481,"DD","NNE"
3683,42,2099.4,-18,-32.819487935187,"S","N"
2138,16,1699.1,-19,-32.810634771698,"D","NNW"
4648,94,1540.7,-21,-32.807131647575,"D","N"
4501,85,3921.8,-20,-32.804890017466,"S","N"
6927,18,679.8,-31,-32.804841721003,"D","SE"
7231,76,679.8,-31,-32.804841721003,"D","SE"
4900,83,810.5,-24,-32.776884402717,"D","NNE"
4244,77,1295.1,-29,-32.775300961057,"D","W"
7208,76,2896.8,-21,-32.748477290438,"D","NE"
702,65,2896.8,-21,-32.748477290438,"D","NE"
5692,47,2231.0,-21,-32.743247072146,"S","ESE"
186,12,9464.3,-9,-32.736369044185,"S","ESE"
4522,85,2006.0,-26,-32.72816391381,"S","NNE"
4154,77,1128.9,-26,-32.720188498384,"D","NNW"
4770,67,2359.5,0,-32.688482835672,"DD","N"
1938,41,1188.8,-2,-32.668131091578,"S","NNW"
7235,76,1271.8,-25,-32.649638650375,"D","E"
733,65,1271.8,-25,-32.649638650375,"D","E"
4857,83,1338.8,-16,-32.626838897862,"S","ENE"
7196,76,2150.0,-20,-32.608896121419,"D","NW"
6892,18,2150.0,-20,-32.608896121419,"D","NW"
810,65,624.8,-26,-32.590167315614,"DD","E"
7294,76,624.8,-26,-32.590167315614,"DD","E"
2547,48,3175.3,-14,-32.585275318809,"D","ENE"
7051,76,3552.1,-10,-32.570864551459,"C","NNW"
2715,73,3552.1,-10,-32.570864551459,"C","NNW"
2111,16,5650.1,-6,-32.561712898781,"S","ESE"
2073,41,1202.6,-29,-32.545371941053,"DD","E"
4893,86,4123.4,-14,-32.538191342989,"S","NNE"
566,65,2953.6,-11,-32.535624439112,"S","ENE"
1865,36,1034.0,-27,-32.532509137228,"D","ENE"
5038,86,2110.0,-22,-32.507645546563,"DD","N"
301,44,1380.3,-22,-32.505744491413,"D","N"
7190,76,1621.2,-26,-32.504223148657,"D","WNW"
6886,18,1621.2,-26,-32.504223148657,"D","WNW"
3949,62,3915.2,-17,-32.479806312019,"D","WNW"
2170,16,4350.9,-17,-32.463033963396,"D","SSE"
2445,43,3235.1,-27,-32.448237958773,"D","ESE"
6551,14,577.4,-24,-32.4403567225,"D","NNW"
4354,34,1053.1,-23,-32.43373793799,"D","N"
4591,85,1865.2,-25,-32.41284861693,"D","E"
841,65,2174.7,-23,-32.403572463173,"DD","NNE"
